id,name,email,phone_number,public_phone_number,blurb,profession,profile_photo,vanity_url,time_zone,source_systems,google_microform_eligibility,gallery_cover_image,is_effectively_online_bookable,cancellation_policy,cancellation_policy_text,private_sms_phone_number,accepted_terms,field_group,rating_stars,twitter,facebook_url,website,yelp_url,blog_url,address1,address2,city,state,zipcode,neighborhood
1207262,Private Salon,erinnicole3153@gmail.com,512-923-5612,,,Salon,,privatesalon-killeen-tx,US/Central,[],True,,False,,,,[],,,,,,,,4405 Twin Oaks Circle,,Killeen,TX,76542,
133262,Dollhouse Hair,agilliam101@yahoo.com,336-924-0003,,,Salon,,dollhousehair-winstonsalem-nc,US/Eastern,[],True,,False,,,,[],,,,,,,,3625 Reynolda Rd,,Winston Salem,NC,27106,
140262,Massage by Moira-Irie Vibes,moirapope@msn.com,503-380-9623,,,Salon,,massagebymoirairievibes-portland-or,America/Los_Angeles,[],True,,False,,,,[],,,,,,,,2004 NE Cramer Street,,Portland,OR,97211,Woodlawn
156262,A. Michelle Stylez,AMichelleStylez@gmail.com,412-537-9834,,,Salon,,amichellestylez-pittsburgh2-pa,US/Eastern,[],True,,False,,,,[],,,,,,,,144 1/2 Jefferson Rd.,,Pittsburgh,PA,15235,
48262,Sola Salon Studio 4,Jaclynhilgendorf@yahoo.com,817-946-9961,,,Salon,,solasalonstudio4-fortworth-tx,US/Central,[],True,,False,,,,[],,,,,,,,"9140 North Freeway, Ste 300",,Fort Worth,TX,76177,Far North
569262,I Love Luxe Hair & Makeup,luxemakeupartistry@gmail.com,225-286-9134,,,Salon,,iloveluxehairmakeup-batonrouge-la,US/Central,[],True,,False,,,,[],,,,,,,,9626 Airline Hwy,,Baton Rouge,LA,70809,
571262,CoutureNailCreations,CoutureNailCreations@gmail.com,410-513-9353,,,Salon,,couturenailcreations-baltimore-md,US/Eastern,[],True,,False,,,,[],,,,,,,,Salontra Select Suites,5471 Baltimore National Pike Suite 51,Baltimore,MD,21229,Westgate
635262,Doll'd Up Studio,nailartistshonda@yahoo.com,205-276-3454,,,Salon,,dolldupstudio-hueytown-al,US/Central,[],True,,False,,,,[],,,,,,,,104 Kentwood Avenue,,Hueytown,AL,35023,
639262,Cloud 9 Hair Design,taisha_holland@yahoo.com,740-221-7161,,,Salon,,cloud9hairdesign-zanesville-oh,US/Eastern,[],True,,False,,,,[],,,,,,,,1419 Rear Maple Ave.,,Zanesville ,OH,43701,
682262,Anointed Hands Salon,shonda30@yahoo.com,405-474-1096,,,Salon,,anointedhandssalon-edmond-ok,America/Chicago,[],True,,False,,,,[],,,,,,,,3209 South Broadway Suite 117,Located inside D'Lux Salon Suites In Suite #14,Edmond,OK,73013,
710262,Evita's Hair Studio,daylovell2@yahoo.com,614-238-6608,,,Salon,,evitashairstudio-columbus2-oh,America/New_York,[],True,,False,,,,[],,,,,,,,3660 E Main St,,Columbus,OH,43213,Whitehall
781262,Jasmine,j.alfaily@yahoo.com,,,,Salon,,jasmine-detroit-mi,US/Eastern,[],True,,False,,,,[],,,,,,,,"Chase building,  downtown",,Detroit,MI,,Downtown
798262,HairOine by Nilla,leslie.clay@yahoo.com,256-334-0044,,,Salon,,hairoinebynilla-huntsville-al,US/Central,[],True,,False,,,,[],,,,,,,,,,Huntsville,AL,35810,
817262,Flirt & Flutter Miami,flirtandflutter@bellsouth.net,888-378-5188,,,Salon,,flirtfluttermiami-baltimore-md,America/New_York,[],True,,False,,,,[],,,,,,,,2113 N. Charles Street,Inside Hair by Char,Baltimore,MD,21218,Charles Village
826262,Styles Parlour,styledbynisha@gmail.com,,,,Salon,,stylesparlour-clinton-md,US/Eastern,[],True,,False,,,,[],,,,,,,,5905 Flowering Tree Ct.,,Clinton,MD,20735,
838262,Flawless Beauty,keecobbs10@gmail.com,843-437-5982,,,Salon,,flawlessbeauty-summerville-sc,US/Eastern,[],True,,False,,,,[],,,,,,,,850E Bacons Bridge Road Suite 308,,SUMMERVILLE,SC,29485,
873262,As You Like It Salon and Spa,ayli2077@gmail.com,410-442-2077,,,Salon,,asyoulikeitsalonandspa-glenelg3-md,US/Pacific,[],True,,False,,,,[],,,,,,,,3270 Roscommon Drive,,GLENELG,MD,21737,
893262,Mane Tease Salon,kilabee25@icloud.com,404-957-9617,,,Salon,,maneteasesalon-jonesboro3-ga,America/New_York,[],True,,False,,,,[],,,,,,,,6681 Jonesboro Rd,Suite 117,Jonesboro,GA,30260,
900262,The Treasured Beauty Lounge,oliviastreasurez@gmail.com,718-419-0425,,,Salon,,thetreasuredbeautylounge-brooklyn-ny,America/New_York,[],True,,False,,,,[],,,,,,,,775 Remsen Avenue,,Brooklyn,NY,11236,Brownsville
930262,Simply Beyoutiful Hair Salon,simplybeyoutiful@hotmail.com,289-979-7743,,,Salon,,simplybeyoutifulhairsalon-bowmanville-ca,US/Pacific,[],True,,False,,,,[],,,,,,,,167 Vail Meadows Cres.,, Bowmanville,CA,,
931262,Lily's Lashes,lilyslashes@gmail.com,602-281-5300,,,Salon,,lilyslashes-phoenix-az,America/Phoenix,[],True,,False,,,,[],,,,,,,,4641 n. 12th. st.,st. 201,Phoenix,AZ,85014,Camelback East
933262,Lynn's Salon,rosheena_west@yahoo.com,,,,Salon,,lynnssalon-memphis-tn,America/Chicago,[],True,,False,,,,[],,,,,,,,1119 Springdale St,,Memphis,TN,38108,Midtown
953262,Styles N Smiles,stylesnsmiles25177@gmail.com,304-552-4535,,,Salon,,stylesnsmiles-saintalbans-wv,America/New_York,[],True,,False,,,,[],,,,,,,,2416 Grant Ave,,Saint Albans,WV,25177,
979262,Color Love by Alisha,colorlovebyalisha@gmail.com,845-239-0061,,,Salon,,colorlovebyalisha-bolingbrook-il,America/Chicago,[],True,,False,,,,[],,,,,,,,619 E Boughton Road,Bolingbrook Promenade Salons by Jc,Bolingbrook,IL,60440,
98262,Star Struck Nails inside of Motown Cutz,Starstrucknails@gmail.com,313-989-7000,,,Salon,,starstrucknailsinsideofmotowncutz-taylor-mi,America/New_York,[],True,,False,,,,[],,,,,,,,24650 Eureka Rd,Suite 104/106,Taylor,MI,48180,
998262,Melo Cutz,melocutznwa@gmail.com,479-283-7946,,,Salon,,melocutz-centerton-ar,America/Chicago,[],True,,False,,,,[],,,,,,,,433 W Centerton Blvd,,Centerton,AR,72719,
1062263,Hairs Style by Zaritza Estrella (Salon 5 Estrella),z.estrella.ramos@gmail.com,787-860-0465,,,Salon,,hairsstylebyzaritzaestrellasalon5estrella-fajardo-pr,US/Pacific,[],True,,False,,,,[],,,,,,,,Salon 5 Estrella,Pueblo en Fajardo al ladito de Fajardo Fiesta,fajardo,PR,00738,
1063263,Philly Hair Bar,ecarp94@gmail.com,856-577-0085,,,Salon,,phillyhairbar-camden-nj,US/Eastern,[],True,,False,,,,[],,,,,,,,1210 Haddon Avenue,,Camden,NJ,08103,
1065263,Kj& Co Beauty Spa,kirstie_michelle02@yahoo.com,765-520-8284,,,Salon,,kjcobeautyspa-newcastle3-in,America/New_York,[],True,,False,,,,[],,,,,,,,1617 Broad Street,,New Castle,IN,47362,
1070263,Flyish Braids & Weaves,kjewelshairartistry@gmail.com,214-516-0891,,,Salon,,flyishbraidsweaves-duncanville-tx,US/Central,[],True,,False,,,,[],,,,,,,,436 N Main St,,Duncanville,TX,75116,
1089263,HairFly LLC,Hairflyllc@yahoo.com,,,,Salon,,hairflyllc-detroit-mi,America/New_York,[],True,,False,,,,[],,,,,,,,,20908 W. 7 Mile rd,Detroit,MI,48219,
110263,Salon San Jose,fatts13@yahoo.com,904-477-7700,,,Salon,,salonsanjose-jacksonville-fl,US/Pacific,[],True,,False,,,,[],,,,,,,,11112 San Jose Blvd. suite 22,,Jacksonville,FL,32223,Mandarin
1119263,BraidsBySie,isiebrickz@gmail.com,901-573-8729,,,Salon,,braidsbysie-capegirardeau-mo,US/Central,[],True,,False,,,,[],,,,,,,,none.,,Cape Girardeau,MO,63703,
1123263, Salon,aspurg4656@gmail.com,864-787-9631,,,Salon,,salon-greenville-sc,US/Eastern,[],True,,False,,,,[],,,,,,,,2000a Piedmont Highway,, Greenville ,SC,29605,
1127263,Studio B,kara.zeagler@gmail.com,,,,Salon,,studiob-sylvania-ga,America/New_York,[],True,,False,,,,[],,,,,,,,,,Sylvania,GA,30467,
1157263,Beat.By.Burst,bgreen1711@gmail.com,678-849-4733,,,Salon,,beatbyburst-alpharetta-ga,US/Eastern,[],True,,False,,,,[],,,,,,,,170 Lansburgh Turn,,Alpharetta,GA,30022,
1168263,The Paint'd Nail,shoopengarner@aol.com,304-790-5035,,,Salon,,thepaintdnail-hagerstown-md,America/New_York,[],True,,False,,,,[],,,,,,,,6 West Franklin Street,,Hagerstown,MD,21740,
1187263,Changing Colors with Eva,eva.lasalle@gmail.com,773-430-4757,,,Salon,,changingcolorswitheva-bolingbrook-il,US/Central,[],True,,False,,,,[],,,,,,,,619 Boughton Rd,Inside Salons by J.C  Suite #34,Bolingbrook,IL,60440,
1192263,Ageez Hair Center,bolesdarnell@yahoo.com,,,,Salon,,ageezhaircenter-chandler-az,US/Arizona,[],True,,False,,,,[],,,,,,,,1368 N Arizona Ave,,Chandler,AZ,85225,
1193263,Mascot Aesthetic,toni.kirk88@yahoo.com,661-505-8174,,,Salon,,mascotaesthetic-santaclarita-ca,US/Pacific,[],True,,False,,,,[],,,,,,,,24355 Main St,,Santa Clarita,CA,91321,
1206263,Nirvana,Jjrain1231@gmail.com,804-399-5698,,,Salon,,nirvana-richmond5-va,US/Eastern,[],True,,False,,,,[],,,,,,,,2047 West Broad Street,,Richmond,VA,23220,The Fan
14263,Star Struck Hair Boutique,shardayvia@gmail.com,912-232-6119,,,Salon,,starstruckhairboutique-savannah2-ga,US/Pacific,[],True,,False,,,,[],,,,,,,,1520 Bull Street,,Savannah,GA,31401,
17263,GlamourProductions Studios by Ashlie Lauren,minxymodel@gmail.com,313-389-6469,,,Salon,,glamourproductionsstudiosbyashlielauren-detroit-mi,America/New_York,[],True,,False,,,,[],,,,,,,,1936 Lawrence,Apartment 1E,Detroit,MI,48206,
543263,Suite E Salon,horeilly710@yahoo.com,702-428-4908,,,Salon,,suiteesalon-henderson-nv,America/Los_Angeles,[None],True,,False,,,,[],,,,,http://heathersskincarelv.com,,,2895 North Green Valley Pkwy,Suite E,Henderson,NV,89014,
610263,LaLa'D MakeUp Artistry LLC,laladartistmua@gmail.com,954-919-8085,,,Salon,,laladmakeupartistryllc-miamigardens-fl,US/Eastern,[],True,,False,,,,[],,,,,,,,870 nw ,,Miami Gardens,FL,33169,
619263,Fordcuts at Phenix Salon Suites,68tjferin@gmail.com,561-602-3496,,,Salon,,fordcutsatphenixsalonsuites-westpalmbeach-fl,US/Eastern,[],True,,False,,,,[],,,,,,,,102 Sansbury Way,Suite 115,West Palm Beach,FL,33411,
634263,Expressions of Design,v.cheers@gmail.com,609-500-9885,,,Salon,,expressionsofdesign-philadelphia-pa,America/New_York,[],True,,False,,,,[],,,,,,,,,,Philadelphia,PA,19149,Oxford Circle
662263,Shannon Brazil Beauty Studio ,shannonbrazilian@gmail.com,205-418-0395,,,Salon,,shannonbrazilbeautystudio-moody-al,US/Central,[],True,,False,,,,[],,,,,,,,1000 Windsor Parkway,,Moody,AL,35004,
670263,Taydolashes,taydolashes@gmail.cim,617-286-5880,,,Salon,,taydolashes-dorchester-ma,US/Eastern,[],True,,False,,,,[],,,,,,,,,,Dorchester ,MA,02124,South Dorchester
689263,Pure Motives Hair Salon,Lenora7643@gmail.com,904-236-3419,,,Salon,,puremotiveshairsalon-jacksoville-fl,America/New_York,[],True,,False,,,,[],,,,,,,,Pure Motives Hair Salon,,Jacksoville,FL,32244,Duclay
693263,360 Degrees Hair Studio,andi_b04@yahoo.com,832-716-9449,,,Salon,,360degreeshairstudio-houston4-tx,US/Central,[],True,,False,,,,[],,,,,,,,5901 Hillcroft Street,Suite E1  Room #5,Houston,TX,77036,Bellaire
73263,Pure Elegance ,Sarahibeth@yahoo.com,971-404-4193,,,Salon,,pureelegance-gresham-or,US/Pacific,[],True,,False,,,,[],,,,,,,,,,Gresham,OR,,
746263,Ohhh... my lashes!,Julia.amorales@yahoo.com,818-636-2374,,,Salon,,ohhhmylashes-northhollywood-ca,US/Pacific,[],True,,False,,,,[],,,,,,,,Avenue,,North Hollywood,CA,91606,North Hollywood
75263,Nailicious Nail and Hair Bar,smperez119@gmail.com,773-698-6348,,,Salon,,nailiciousnailandhairbar-chicago-il,US/Central,[],True,,False,,,,[],,,,,,,,3734 W Division St,,Chicago,IL,60651,Humboldt Park
770263,Excel Beauty & Barbershop,teca979@gmail.com,,,,Salon,,excelbeautybarbershop-greenville-sc,US/Eastern,[],True,,False,,,,[],,,,,,,,311 McAlister Rd,,Greenville,SC,29607,
783263,Miracles Hair Inc,c.olivia.gadson@gmail.com,803-463-2512,,,Salon,,miracleshairinc-columbia-sc,US/Eastern,[],True,,False,,,,[],,,,,,,,108 b Columbia Northeast Drive,,Columbia,SC,29223,
784263,Royale Beautique,platinumlashes@yahoo.com,619-577-2972,,,Salon,,royalebeautique-sandiego-ca,US/Pacific,[],True,,False,,,,[],,,,,,,,6760 University Ave Suite 120,,San Diego,CA,92115,Rolando
816263,Vessel  Nail Spa,prestonharris1414@yahoo.com,262-366-1017,,,Salon,,vesselnailspa-wauwatosa-wi,US/Central,[],True,,False,,,,[],,,,,,,,Your place or mind's,7219 W North Ave,Wauwatosa,WI,53213,
82263,E Salon,bollingemily@yahoo.com,770-771-8477,,,Salon,,esalon-winder-ga,US/Eastern,[],True,,False,,,,[],,,,,,,,306 Rockwell Church Road Northwest,,Winder,GA,30680,
88263,Beauty and The Beast Barber and Salo,meadowbrookmook@gmail.com,682-560-0939,,,Salon,,beautyandthebeastbarberandsalo-fortworth-tx,US/Central,[],True,,False,,,,[],,,,,,,,408 Oakland Blvd,,Fort Worth,TX,76105,
885263,Venus Moon Hair Studio,whitney.lewis415@yahoo.com,336-858-3677,,,Salon,,venusmoonhairstudio-greensboro-nc,America/New_York,[],True,,False,,,,[],,,,,,,,319 South Westgate Drive ,Unit 302,Greensboro,NC,27410,
928263,Vixen Rose Mobile Salon,laquichaharper@gmail.com,410-269-3179,,,Salon,,vixenrosemobilesalon-bowie-md,US/Eastern,[],True,,False,,,,[],,,,,,,,Mobile Service Unit,,Bowie,MD,20716,
950263,Heavenly Hands,ama0821@yahoo.com,706-863-2663,,,Salon,,heavenlyhands-grovetown-ga,US/Eastern,[],True,,False,,,,[],,,,,,,,211 W Robinson Ave,,Grovetown,GA,30813,
951263,Hairbylins at Sola Salons in Southlake,hairbylins@outlook.com,817-691-4525,,,Salon,,hairbylinsatsolasalonsinsouthlake-southlake-tx,America/Chicago,[],True,,False,,,,[],,,,,,,,151 Nolen Drive Suite 29,,Southlake,TX,76092,
976263,Test,geyjhfg@gdhjgf.fdf,,,,Salon,,test-merrick32-ny,America/New_York,[],True,,False,,,,[],,,,,,,,,,Merrick,NY,11566,
983263,Salon XXXI @ Salons of Volterra,estreight12@gmail.com,972-965-0424,,,Salon,,salonxxxisalonsofvolterra-mckinney-tx,America/Chicago,[],True,,False,,,,[],,,,,,,,6510 Virginia Pkwy,Suite 110,McKinney,TX,75070,
10264,Crime Lab,jet@crimelabsalon.com,415-573-4264,,,Salon,,crimelab-sanfrancisco-ca,US/Pacific,[],True,,False,,,,[],,,,,http://www.crimelabsalon.com,,,Potrero Hill,1369 Rhode Island,San Francisco,CA,94107,Potrero Hill
1064264,Salon Gorgeous You Are,salinajones1979@gmail.com,313-952-1579,,,Salon,,salongorgeousyouare-detroit3-mi,US/Eastern,[],True,,False,,,,[],,,,,,,,3840 E. 8 Mile Rd,,Detroit,MI,48234,
1081264,RVM salons,lrgranville@icloud.com,323-365-1983,,,Salon,,rvmsalons-losangeles7-ca,America/Los_Angeles,[],True,,False,,,,[],,,,,,,,5356 wilshire blvd,,Los Angeles,CA,90034,Mid Wilshire
1099264,HairbyBreelyn,breelyn_mcneal1@yahoo.com,843-494-8431,,,Salon,,hairbybreelyn-awendaw-sc,US/Eastern,[],True,,False,,,,[],,,,,,,,6339 Maxville Rod,,Awendaw,SC,29429,
1112264,Studio 306,studio306.sarah@gmail.com,713-309-0808,,,Salon,,studio306-katy-tx,America/Chicago,[],True,,False,,,,[],,,,,,,,24551 Katy Freeway,Studio 306,Katy,TX,77494,
1117264,1st Class Barber Lounge,bryaaan1098@gmail.com,757-787-1529,,,Salon,,1stclassbarberlounge-onancock2-va,US/Eastern,[],True,,False,,,,[],,,,,,,,125 Market Street,,Onancock,VA,23417,
1153264,Christina Atkins,mrsatkins10@gmail.com,469-693-2243,,,Salon,,christinaatkins-dallas-tx,US/Central,[],True,,False,,,,[],,,,,,,,My Home (will provide address once booking is confirmed),,Dallas,TX,75232,Wolf Creek
1162264,Roxi Does Brows / Beauty Bar,roxi.does.brows@gmail.com,512-393-4733,,,Salon,,roxidoesbrowsbeautybar-sanmarcos-tx,US/Central,[],True,,False,,,,[],,,,,,,,2626 Hunter Rd,Suite 204,San Marcos,TX,78666,
1172264,Massage Therapy ,laurasalonsbyjc@gmail.com,832-908-3480,,,Salon,,massagetherapy-houston-tx,US/Central,[],True,,False,,,,[],,,,,,,,2617 West Holcombe,,Houston,TX,77025,West University
1176264,Glam Goddess Hair Boutique,jenglamhair@gmail.com,,,,Salon,,glamgoddesshairboutique-miramar-fl,US/Eastern,[],True,,False,,,,[],,,,,,,,12204 Miramar Parkway,,Miramar,FL,33025,
1181264,Tria The Hair Genie,trialuvly@yahoo.com,469-570-1194,,,Salon,,triathehairgenie-mesquite-tx,US/Central,[],True,,False,,,,[],,,,,,,,1716 N Galloway Ave,,Mesquite,TX,75149,
118264,Stefani Jenkins Jones,hairstylistpatrol1@yahoo.com,435-632-2761,,,Salon,,stefanijenkinsjones-stgeorge-ut,US/Pacific,[],True,,False,,,,[],,,,,,,,Ames Salon- 190 S. Main,,St.George,UT,84770,
1195264,PRO CUTS Barber & Beauty Salon,teddybruckshut81@hotmail.com,,,,Salon,,procutsbarberbeautysalon-bronx-ny,US/Eastern,[],True,,False,,,,[],,,,,,,,1442 East Gun Hill Road,,Bronx,NY,10469,Baychester
28264,Hair by Amy at Salon Chic,a.wiese1976@gmail.com,402-730-1844,,,Salon,,hairbyamyatsalonchic-lincoln-ne,US/Central,[],True,,False,,,,[],,,,,,,,4848 Normal Blvd.,,Lincoln,NE,68506,South 48th Street
43264,Jenn's Home Salon,pondy516@aol.com,863-557-5962,,,Salon,,jennshomesalon-hainescity-fl,US/Eastern,[],True,,False,,,,[],,,,,,,,1306 Polk City Road,,Haines City,FL,33844,
47264,Annie's Creations,celebrityras@yahoo.com,803-705-0240,,,Salon,,anniescreations-columbia-sc,America/New_York,[],True,,False,,,,[],,,,,,,,421 Bush River Rd.Unit 169,,Columbia,SC,29210,
610264,Rocky's Prime Time Barbershop,reubenbrown@yahoo.com,404-228-6583,,,Salon,,rockysbarbershop-atlanta-ga,US/Pacific,[],True,,False,,,,[],,,,,,,,2591 Piedmont Rd,,Atlanta ,GA,30324,Buckhead
744264,TrulyGolden Hair Studio,simplyflawlesshair@yahoo.com,904-516-0048,,,Salon,,trulygoldenhairstudio-jacksonville-fl,US/Eastern,[],True,,False,,,,[],,,,,,,,8613 old kings rd S suite 200,,Jacksonville,FL,32217,Brierwood
748264,Beaming Smiles,beamingsmilesbookings@yahoo.com,954-529-4742,,,Salon,,beamingsmiles-miramar-fl,US/Eastern,[],True,,False,,,,[],,,,,,,,,,Miramar,FL,33023,
754264,"She, The Salon",styledbyyannie@gmail.com,501-353-2972,,,Salon,,shethesalon-littlerock2-ar,US/Central,[],True,,False,,,,[],,,,,,,,1506 Macon Dr,,Little Rock,AR,72211,Walnut Valley
790264,Aria Salon on Main,amberrentschler@gmail.com,801-310-6084,,,Salon,,ariasalononmain-spanishfork3956-ut,US/Mountain,[],True,,False,,,,[],,,,,,,,162 North Main Street,,Spanish Fork,UT,84660,
808264,Smart Styles,cassharris.25@gmail.com,513-825-9000,,,Salon,,smartstyles-forestpark-oh,US/Eastern,[],True,,False,,,,[],,,,,,,,1143 smiley rd,,forest park,OH,45240,
817264,Freeman's Barber & Beauty,ccorinthia@yahoo.com,301-705-7123,,,Salon,,freemansbarberbeauty-waldorf-md,US/Eastern,[],True,,False,,,,[],,,,,,,,St. Charles Towne Center,11110 Mall Circle,Waldorf,MD,20603,
830264,Pure Salon,daniellelastrapes@hotmail.com,,,,Salon,,puresalon-elpaso-tx,US/Mountain,[],True,,False,,,,[],,,,,,,,11601 Pellicano Drive,,El Paso,TX,79936,East Side
839264,In Home Salon,Shatima.simmons1@gmail.com,347-841-6177,,,Salon,,inhomesalon-queens-ny,US/Eastern,[],True,,False,,,,[],,,,,,,,170-30 130th Avenue,,Queens,NY,11434,Springfield Gardens
862264,changes salon,hairbyemily54@yahoo.com,863-386-0777,,,Salon,,changessalon-sebring-fl,America/New_York,[],True,,False,,,,[],,,,,,,,135 US 27 North,,sebring,FL,33870,
865264,Eye Make Me Beautiful,hemalo7907@gmail.com,813-449-1923,,,Salon,,eyemakemebeautiful-tampa-fl,US/Eastern,[],True,,False,,,,[],,,,,,,,5474 Williams Road,Suite 1 B,Tampa,FL,33610,
879264,A Step Above The Rest Hair Salon,8320awilson@gmail.com,404-346-1119,,,Salon,,astepabovetheresthairsalon-collegepark2-ga,US/Eastern,[],True,,False,,,,[],,,,,,,,3741 College Street ,,College Park,GA,30337,
919264,BVM.Designs,belleamour1106@hotmail.com,,,,Salon,,bvmdesigns-dallas-tx,US/Central,[],True,,False,,,,[],,,,,,,,,,Dallas,TX,75211,Winnetka Heights
931264,Elite Barbers &Beauty,latinoheat112@gmail.com,,,,Salon,,elitebarbersbeauty-buford-ga,America/New_York,[],True,,False,,,,[],,,,,,,,4450 Nelson Brodgon Blvd,,Buford,GA,30518,
94264,Beauty Box Suites,kgred1@hotmail.com,330-714-2021,,,Salon,,beautyboxsuites-mentor4-oh,US/Eastern,[],True,,False,,,,[],,,,,,,,9443 Mentor Ave,Suite #1,Mentor,OH,44060,
958264,Hair by Tamika F.,tamikaalston@hotmail.com,478-464-4702,,,Salon,,hairbytamikaf-statesboro-ga,US/Eastern,[],True,,False,,,,[],,,,,,,,Call for Location,,Statesboro,GA,30458,
966264,beauty by vee,vanessavalloza@gmail.com,951-760-8359,,,Salon,,beautybyvee-temecula-ca,US/Pacific,[],True,,False,,,,[],,,,,,,,28924 old town front st 205,,temecula,CA,92590,
979264,Mint Lash & Relax,mintlashandrelax@gmail.com,760-601-5292,,,Salon,,mintlashrelax-sandiego-ca,America/Los_Angeles,[],True,,False,,,,[],,,,,,,,"2700 Adams Avenue, Suite 207",,San Diego,CA,92116,North Hills
1006265,Mane Identity,jeanneknoefel@yahoo.com,740-258-9061,,,Salon,,maneidentity-newark3-oh,US/Eastern,[],True,,False,,,,[],,,,,,,,630 west main st,,newark,OH,43055,
1014265,Kinks Hair Salon,gotkinks@gmail.com,504-232-6086,,,Salon,,kinkshairsalon-gretna-la,US/Central,[],True,,False,,,,[],,,,,,,,1301 Friedrich St.,,Gretna,LA,70053,
1089265,Elite Hair Studio,terabriggs29@yahoo.com,720-638-7496,,,Salon,,elitehairstudio-aurora-co,US/Mountain,[],True,,False,,,,[],,,,,,,,2323 s Troy St ste 5-210,,Aurora,CO,80014,East Ridge-Ptarmigan Park
1099265, Carisma Hair Salon ,zenaidaquiles@gmail.com,732-286-9780,,,Salon,,carismahairsalon-beachwood3-nj,US/Eastern,[],True,,False,,,,[],,,,,,,,709 Atlantic City Blvd ,, Beachwood ,NJ,08701,
1104265,Tiera's Hair Braiding,tierabrown917@gmail.com,646-675-3985,,,Salon,,tierashairbraiding-brooklyn-ny,US/Eastern,[],True,,False,,,,[],,,,,,,,,,Brooklyn,NY,11206,Williamsburg
1116265,Quitta's Creations,love4q@icloud.com,,,,Salon,,quittascreations-chesapeake-va,America/New_York,[],True,,False,,,,[],,,,,,,,Churchland,,Chesapeake,VA,23321,Western Branch North
1129265,Jc Penneys Salon,ofalkenberg@yahoo.com,254-231-1429,,,Salon,,jcpenneyssalon-temple-tx,US/Central,[],True,,False,,,,[],,,,,,,,3314 South 31st Street,,Temple,TX,76502,
113265,Champi hair studio,manntone@yahoo.com,404-247-6663,,,Salon,,champihairstudio-ellenwood-ga,US/Eastern,[],True,,False,,,,[],,,,,,,,4584 Mitchells Meadow Lane,,Ellenwood ,GA,30294,
1137265,A Divaz Touch,Ashley.lawson42@gmail.com,,,,Salon,,adivaztouch-warnerrobins-ga,America/New_York,[],True,,False,,,,[],,,,,,,,,,Warner Robins,GA,31093,
1143265,jose alonso @ Tifanys,jose4hair@gmail.com,786-315-7392,,,Salon,,josealonsotifanys-southmiami-fl,US/Eastern,[],True,,False,,,,[],,,,,,,,5848 SW 73rd St,,South Miami,FL,33143,
1144265,Candy's Hair and Nails Salon,nicolesims0381@yahoo.com,424-223-1902,,,Salon,,candyshairandnailssalon-inglewood-ca,US/Pacific,[],True,,False,,,,[],,,,,,,,3501 West Century Boulevard,,Inglewood,CA,90303,
1148265,...,niastrothers@gmail.com,,,,Salon,,-charleston-sc,US/Eastern,[],True,,False,,,,[],,,,,,,,,,Charleston,SC,29407,
1151265,Lynzz Kutz formally known as Nisha's kutz,shekutn@gmail.com,,,,Salon,,lynzzkutzformallyknownasnishaskutz-battlecreek-mi,America/New_York,[],True,,False,,,,[],,,,,,,,,,Battle Creek,MI,49017,
1168265,La'Ree Salon,thecreativecompany14@gmail.com,313-478-8833,,,Salon,,lareesalon-detroit-mi,US/Eastern,[],True,,False,,,,[],,,,,,,,20457 Schaefer Highway,,Detroit,MI,48235,
1174265,Dye Hard Beauty Bar,logantskid012@yahoo.com,,,,Salon,,dyehardbeautybar-northlittlerock-ar,US/Central,[],True,,False,,,,[],,,,,,,,4000  McCain Blvd. Space B,,North Little Rock,AR,72116,
1180265,Toiya's Beauty Studio,victorres94@gmail.com,469-237-8212,,,Salon,,toiyasbeautystudio-irving-tx,US/Central,[],True,,False,,,,[],,,,,,,,Hightower Salon 665 W. LBJ Freeway ,Suite #203,Irving,TX,75063,
32265,Style Lounge,amashleymecham6@gmail.com,425-358-7087,,,Salon,,stylelounge-maplevalley-wa,US/Pacific,[],True,,False,,,,[],,,,,,,,23865 222nd pl se ste 201,,Maple Valley,WA,98038,
619265,"Honey, Bee Beautiful (ask for Honey)",luv.dulce.dominique@gmail.com,832-510-9254,,,Salon,,honeybeebeautifulaskforhoney-spring-tx,US/Central,[],True,,False,,,,[],,,,,,,,7111 FM 2920 suite 125,Suite 125,Spring,TX,77379,
623265,Heads Together Beauty Salon,HtKimross@yahoo.com,908-226-9545,,,Salon,,headstogetherbeautysalon-piscataway2-nj,US/Pacific,[],True,,False,,,,[],,,,,,,,1330 W 7th Street,,Piscataway,NJ,08901,
702265,Salon Luxe,jasminegrayson716@gmail.com,864-347-2311,,,Salon,,salonluxe-spartanburg7789-sc,US/Eastern,[],True,,False,,,,[],,,,,,,,903 Chesnee Hwy,,Spartanburg,SC,29303,
771265,Platinum Kutz,KutzbyRazorhands@yahoo.com,901-565-0604,,,Salon,,platinumkutz-memphis3-tn,US/Pacific,[],True,,False,,,,[],,,,,,,,5822 winchester,,memphis,TN,38118,Parkway Village-Oakhaven
797265,"Polish & Peonies, Nails by Ricca",ricca_m@hotmail.com,214-207-4699,,,Salon,,polishpeoniesnailsbyricca-dallas-tx,US/Central,[],True,,False,,,,[],,,,,,,,"4425 Central Expwy, Suite 36","Inside Salons of Dallas at Knox, upstairs",Dallas,TX,75205,Oak Lawn
